parcel_id_str,farmer,district,mandal,crop,acreage,health,risk,confidence,lat,lng,ndvi,evi,ndre
WG-00840,Sailaja,West Godavari,Kalla,Paddy,7.51,68.5,Medium,83,16.505769,81.483096,0.82,0.7,0.59
WG-00841,Srinivasa Rao,West Godavari,Achanta,Cotton,9.32,76.6,Low,90,16.58766,81.823395,0.88,0.78,0.58
WG-00842,Lakshmi Devi,West Godavari,Akiveedu,Maize,10.68,81.0,Low,86,16.634228,81.575972,0.88,0.76,0.54
WG-00843,Venkata Ramana,West Godavari,Attili,Cotton,8.76,61.3,Medium,87,16.690123,81.609294,0.79,0.75,0.49
WG-00844,Sailaja,West Godavari,Bhimavaram,Maize,2.53,66.5,Medium,87,16.514654,81.468548,0.88,0.85,0.58
WG-00845,Ramesh Babu,West Godavari,Elamanchili,Red Gram,3.65,70.8,Medium,91,16.566317,81.769903,0.83,0.79,0.6
WG-00846,Padma Priya,West Godavari,Iragavaram,Paddy,5.3,73.3,Medium,85,16.664948,81.681049,0.78,0.75,0.57
WG-00847,Kiran Kumar,West Godavari,Mogalthur,Paddy,11.93,73.0,Medium,90,16.393245,81.568655,0.77,0.72,0.6
WG-00848,Anitha,West Godavari,Narasapuram,Paddy,9.89,82.9,Low,96,16.456749,81.729065,0.92,0.85,0.65
WG-00849,Satyanarayana,West Godavari,Palacoderu,Paddy,2.91,75.1,Low,86,16.604755,81.573927,0.78,0.68,0.6
WG-00850,Rajeshwari,West Godavari,Palacole,Paddy,8.04,78.7,Low,93,16.488737,81.689978,0.87,0.82,0.55
WG-00851,Mohan Rao,West Godavari,Pentapadu,Paddy,4.93,85.0,Low,97,16.786453,81.530489,0.85,0.79,0.6
WG-00852,Divya,West Godavari,Penugonda,Maize,11.13,72.1,Medium,86,16.651887,81.772736,0.83,0.74,0.56
WG-00853,Prasad,West Godavari,Penumantra,Paddy,8.04,66.3,Medium,84,16.632364,81.634099,0.85,0.79,0.5
WG-00854,Swapna,West Godavari,Poduru,Paddy,3.07,78.2,Low,91,16.61439,81.756954,0.81,0.72,0.58
WG-00855,Naresh,West Godavari,Tadepalligudem,Paddy,3.65,74.5,Medium,90,16.859449,81.54862,0.79,0.74,0.56
WG-00856,Bhavani,West Godavari,Tanuku,Red Gram,11.39,76.3,Low,91,16.824951,81.698812,0.89,0.78,0.53
WG-00857,Srinivasa Rao,West Godavari,Undi,Paddy,7.55,73.0,Medium,84,16.628489,81.495654,0.88,0.8,0.54
WG-00858,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,1.7,83.9,Low,97,16.58487,81.636495,0.87,0.83,0.59
WG-00859,Venkata Ramana,West Godavari,Ganapavaram,Paddy,5.94,88.6,Low,95,16.72197,81.570885,0.92,0.85,0.65
WG-00860,Sailaja,West Godavari,Kalla,Maize,1.31,63.0,Medium,90,16.517994,81.387933,0.73,0.71,0.57
WG-00861,Srinivasa Rao,West Godavari,Achanta,Paddy,9.09,76.6,Low,88,16.561029,81.83982,0.87,0.76,0.55
WG-00862,Lakshmi Devi,West Godavari,Akiveedu,Paddy,11.11,81.3,Low,88,16.624097,81.721159,0.82,0.7,0.62
WG-00863,Venkata Ramana,West Godavari,Attili,Paddy,8.57,65.2,Medium,89,16.67535,81.628276,0.81,0.72,0.51
WG-00864,Sailaja,West Godavari,Bhimavaram,Paddy,3.97,81.0,Low,87,16.455547,81.538686,0.92,0.81,0.63
WG-00865,Ramesh Babu,West Godavari,Elamanchili,Paddy,8.59,65.9,Medium,89,16.520645,81.824811,0.86,0.76,0.54
WG-00866,Padma Priya,West Godavari,Iragavaram,Paddy,2.92,85.9,Low,97,16.667263,81.628055,0.92,0.85,0.55
WG-00867,Kiran Kumar,West Godavari,Mogalthur,Paddy,11.9,76.6,Low,89,16.401002,81.602344,0.88,0.79,0.55
WG-00868,Anitha,West Godavari,Narasapuram,Chilli,4.53,59.5,High,85,16.372839,81.705907,0.79,0.77,0.5
WG-00869,Satyanarayana,West Godavari,Palacoderu,Chilli,5.45,63.5,Medium,89,16.526086,81.563935,0.72,0.65,0.48
WG-00870,Rajeshwari,West Godavari,Palacole,Paddy,4.3,68.6,Medium,82,16.518643,81.729073,0.78,0.71,0.49
WG-00871,Mohan Rao,West Godavari,Pentapadu,Chilli,3.77,56.9,High,79,16.763228,81.484683,0.73,0.62,0.49
WG-00872,Divya,West Godavari,Penugonda,Paddy,8.84,65.6,Medium,88,16.630512,81.779404,0.85,0.8,0.5
WG-00873,Prasad,West Godavari,Penumantra,Cotton,9.81,68.3,Medium,85,16.589863,81.766195,0.87,0.81,0.52
WG-00874,Swapna,West Godavari,Poduru,Paddy,11.1,80.5,Low,86,16.605829,81.816512,0.92,0.83,0.6
WG-00875,Naresh,West Godavari,Tadepalligudem,Paddy,11.75,65.9,Medium,84,16.926271,81.522818,0.86,0.75,0.53
WG-00876,Bhavani,West Godavari,Tanuku,Red Gram,6.94,70.0,Medium,91,16.745371,81.687992,0.89,0.82,0.55
WG-00877,Srinivasa Rao,West Godavari,Undi,Chilli,1.29,59.1,High,88,16.663374,81.414657,0.7,0.65,0.5
WG-00878,Lakshmi Devi,West Godavari,Veeravasaram,Chilli,9.66,74.7,Medium,94,16.467049,81.609037,0.81,0.71,0.55
WG-00879,Venkata Ramana,West Godavari,Ganapavaram,Cotton,1.93,67.6,Medium,90,16.674379,81.507483,0.89,0.82,0.52
WG-00880,Sailaja,West Godavari,Kalla,Cotton,1.94,64.5,Medium,87,16.556804,81.471799,0.81,0.72,0.54
WG-00881,Srinivasa Rao,West Godavari,Achanta,Paddy,4.01,70.0,Medium,89,16.587675,81.772219,0.77,0.65,0.57
WG-00882,Lakshmi Devi,West Godavari,Akiveedu,Paddy,3.63,78.9,Low,91,16.644984,81.394504,0.92,0.85,0.59
WG-00883,Venkata Ramana,West Godavari,Attili,Chilli,8.72,74.6,Medium,91,16.644651,81.605195,0.91,0.85,0.62
WG-00884,Sailaja,West Godavari,Bhimavaram,Paddy,9.65,79.1,Low,93,16.432356,81.558671,0.91,0.81,0.62
WG-00885,Ramesh Babu,West Godavari,Elamanchili,Paddy,9.54,87.8,Low,95,16.470923,81.686432,0.92,0.85,0.65
WG-00886,Padma Priya,West Godavari,Iragavaram,Maize,4.32,81.8,Low,88,16.684478,81.625071,0.86,0.8,0.56
WG-00887,Kiran Kumar,West Godavari,Mogalthur,Paddy,5.74,75.0,Low,91,16.443525,81.51024,0.85,0.81,0.51
WG-00888,Anitha,West Godavari,Narasapuram,Chilli,11.38,64.2,Medium,84,16.41619,81.708158,0.88,0.8,0.59
WG-00889,Satyanarayana,West Godavari,Palacoderu,Paddy,9.01,88.4,Low,98,16.569628,81.60942,0.91,0.82,0.59
WG-00890,Rajeshwari,West Godavari,Palacole,Maize,2.18,75.8,Low,89,16.573597,81.717632,0.84,0.75,0.55
WG-00891,Mohan Rao,West Godavari,Pentapadu,Paddy,8.66,87.7,Low,96,16.791574,81.564715,0.92,0.83,0.66
WG-00892,Divya,West Godavari,Penugonda,Maize,7.3,59.9,High,82,16.649613,81.762705,0.85,0.76,0.5
WG-00893,Prasad,West Godavari,Penumantra,Paddy,5.86,79.1,Low,91,16.665482,81.660394,0.85,0.75,0.55
WG-00894,Swapna,West Godavari,Poduru,Maize,7.35,71.9,Medium,86,16.525245,81.767256,0.85,0.77,0.51
WG-00895,Naresh,West Godavari,Tadepalligudem,Red Gram,6.71,81.8,Low,91,16.852827,81.656016,0.92,0.85,0.62
WG-00896,Bhavani,West Godavari,Tanuku,Paddy,1.49,70.7,Medium,87,16.751344,81.642884,0.76,0.67,0.6
WG-00897,Srinivasa Rao,West Godavari,Undi,Cotton,8.03,72.1,Medium,91,16.553124,81.537109,0.84,0.75,0.55
WG-00898,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,0.78,70.0,Medium,91,16.587024,81.66084,0.76,0.68,0.56
WG-00899,Venkata Ramana,West Godavari,Ganapavaram,Chilli,6.99,61.7,Medium,82,16.699625,81.478622,0.74,0.65,0.46
WG-00900,Sailaja,West Godavari,Kalla,Paddy,3.01,70.1,Medium,88,16.423661,81.412792,0.86,0.75,0.5
WG-00901,Srinivasa Rao,West Godavari,Achanta,Paddy,11.2,80.4,Low,93,16.596003,81.773995,0.85,0.77,0.59
WG-00902,Lakshmi Devi,West Godavari,Akiveedu,Chilli,9.9,76.9,Low,90,16.385753,81.532267,0.92,0.85,0.59
WG-00903,Venkata Ramana,West Godavari,Attili,Paddy,10.44,75.2,Low,87,16.644068,81.578616,0.86,0.74,0.56
WG-00904,Sailaja,West Godavari,Bhimavaram,Red Gram,6.42,69.3,Medium,85,16.466446,81.558233,0.86,0.8,0.5
WG-00905,Ramesh Babu,West Godavari,Elamanchili,Paddy,8.51,66.2,Medium,83,16.508978,81.69573,0.74,0.67,0.59
WG-00906,Padma Priya,West Godavari,Iragavaram,Paddy,3.46,68.4,Medium,86,16.710935,81.728688,0.8,0.75,0.52
WG-00907,Kiran Kumar,West Godavari,Mogalthur,Paddy,6.97,71.3,Medium,86,16.402645,81.620027,0.87,0.85,0.51
WG-00908,Anitha,West Godavari,Narasapuram,Paddy,2.01,85.6,Low,94,16.408919,81.677098,0.92,0.85,0.58
WG-00909,Satyanarayana,West Godavari,Palacoderu,Paddy,3.36,72.6,Medium,84,16.528361,81.519772,0.77,0.7,0.5
WG-00910,Rajeshwari,West Godavari,Palacole,Red Gram,3.19,78.5,Low,91,16.501023,81.715029,0.91,0.81,0.61
WG-00911,Mohan Rao,West Godavari,Pentapadu,Paddy,1.9,81.4,Low,96,16.815023,81.44309,0.92,0.85,0.61
WG-00912,Divya,West Godavari,Penugonda,Cotton,6.42,64.5,Medium,84,16.657851,81.798334,0.8,0.72,0.54
WG-00913,Prasad,West Godavari,Penumantra,Paddy,10.1,82.8,Low,94,16.64648,81.687455,0.92,0.81,0.58
WG-00914,Swapna,West Godavari,Poduru,Chilli,3.53,60.4,Medium,88,16.56785,81.690326,0.76,0.65,0.52
WG-00915,Naresh,West Godavari,Tadepalligudem,Maize,8.77,79.1,Low,94,16.871068,81.583889,0.92,0.83,0.59
WG-00916,Bhavani,West Godavari,Tanuku,Paddy,2.86,70.3,Medium,87,16.745538,81.654571,0.79,0.72,0.52
WG-00917,Srinivasa Rao,West Godavari,Undi,Chilli,8.55,75.8,Low,92,16.659582,81.545382,0.8,0.73,0.6
WG-00918,Lakshmi Devi,West Godavari,Veeravasaram,Chilli,10.11,64.9,Medium,83,16.494409,81.672711,0.79,0.69,0.58
WG-00919,Venkata Ramana,West Godavari,Ganapavaram,Paddy,7.69,82.3,Low,92,16.722516,81.510815,0.82,0.73,0.58
WG-00920,Sailaja,West Godavari,Kalla,Maize,11.6,74.9,Medium,85,16.517176,81.378993,0.9,0.8,0.58
WG-00921,Srinivasa Rao,West Godavari,Achanta,Paddy,8.77,81.9,Low,87,16.615964,81.837,0.83,0.75,0.62
WG-00922,Lakshmi Devi,West Godavari,Akiveedu,Paddy,11.89,81.2,Low,90,16.600561,81.424466,0.89,0.85,0.62
WG-00923,Venkata Ramana,West Godavari,Attili,Paddy,3.21,79.4,Low,87,16.650517,81.615209,0.9,0.8,0.62
WG-00924,Sailaja,West Godavari,Bhimavaram,Maize,10.95,80.4,Low,89,16.478754,81.447189,0.91,0.84,0.59
WG-00925,Ramesh Babu,West Godavari,Elamanchili,Chilli,7.65,64.5,Medium,88,16.673386,81.764585,0.86,0.79,0.57
WG-00926,Padma Priya,West Godavari,Iragavaram,Paddy,3.26,81.9,Low,96,16.683407,81.637825,0.82,0.75,0.6
WG-00927,Kiran Kumar,West Godavari,Mogalthur,Paddy,2.99,73.3,Medium,89,16.338929,81.557849,0.79,0.69,0.53
WG-00928,Anitha,West Godavari,Narasapuram,Paddy,3.27,66.4,Medium,88,16.438146,81.653934,0.87,0.77,0.59
WG-00929,Satyanarayana,West Godavari,Palacoderu,Maize,6.29,71.9,Medium,85,16.592508,81.596536,0.86,0.75,0.54
WG-00930,Rajeshwari,West Godavari,Palacole,Paddy,1.11,84.1,Low,97,16.487225,81.653306,0.89,0.85,0.65
WG-00931,Mohan Rao,West Godavari,Pentapadu,Maize,11.41,63.1,Medium,80,16.784893,81.443036,0.75,0.63,0.56
WG-00932,Divya,West Godavari,Penugonda,Paddy,11.73,84.8,Low,94,16.67109,81.746331,0.92,0.85,0.57
WG-00933,Prasad,West Godavari,Penumantra,Paddy,5.78,71.0,Medium,92,16.609354,81.696307,0.77,0.69,0.53
WG-00934,Swapna,West Godavari,Poduru,Red Gram,9.7,64.3,Medium,81,16.607383,81.774442,0.86,0.82,0.56
WG-00935,Naresh,West Godavari,Tadepalligudem,Maize,1.02,65.8,Medium,88,16.88579,81.579968,0.75,0.67,0.48
WG-00936,Bhavani,West Godavari,Tanuku,Paddy,5.71,88.5,Low,91,16.787061,81.630542,0.92,0.85,0.64
WG-00937,Srinivasa Rao,West Godavari,Undi,Paddy,11.06,69.1,Medium,89,16.654419,81.486151,0.84,0.81,0.59
WG-00938,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,11.52,88.1,Low,95,16.507907,81.634456,0.92,0.85,0.62
WG-00939,Venkata Ramana,West Godavari,Ganapavaram,Paddy,3.82,69.9,Medium,89,16.666357,81.470568,0.84,0.81,0.59
WG-00940,Sailaja,West Godavari,Kalla,Paddy,8.87,86.1,Low,92,16.493387,81.341181,0.89,0.81,0.57
WG-00941,Srinivasa Rao,West Godavari,Achanta,Paddy,6.03,68.4,Medium,90,16.611976,81.858382,0.75,0.69,0.56
WG-00942,Lakshmi Devi,West Godavari,Akiveedu,Paddy,4.91,77.5,Low,90,16.553635,81.460098,0.91,0.8,0.55
WG-00943,Venkata Ramana,West Godavari,Attili,Paddy,6.81,87.9,Low,92,16.637629,81.589804,0.92,0.85,0.64
WG-00944,Sailaja,West Godavari,Bhimavaram,Chilli,5.36,66.4,Medium,91,16.451368,81.490755,0.83,0.74,0.53
WG-00945,Ramesh Babu,West Godavari,Elamanchili,Maize,2.97,79.3,Low,88,16.536575,81.487865,0.84,0.75,0.57
WG-00946,Padma Priya,West Godavari,Iragavaram,Paddy,7.86,70.1,Medium,85,16.689937,81.756597,0.81,0.72,0.57
WG-00947,Kiran Kumar,West Godavari,Mogalthur,Maize,9.71,65.9,Medium,85,16.346774,81.56939,0.78,0.66,0.55
WG-00948,Anitha,West Godavari,Narasapuram,Paddy,4.3,82.4,Low,94,16.348937,81.738796,0.92,0.85,0.55
WG-00949,Satyanarayana,West Godavari,Palacoderu,Paddy,3.69,76.5,Low,94,16.549812,81.593253,0.83,0.81,0.55
WG-00950,Rajeshwari,West Godavari,Palacole,Paddy,8.26,70.3,Medium,91,16.486036,81.643915,0.82,0.74,0.53
WG-00951,Mohan Rao,West Godavari,Pentapadu,Paddy,8.71,88.3,Low,97,16.72903,81.510043,0.9,0.85,0.62
WG-00952,Divya,West Godavari,Penugonda,Red Gram,2.96,73.5,Medium,89,16.675513,81.765492,0.9,0.79,0.53
WG-00953,Prasad,West Godavari,Penumantra,Paddy,3.73,81.0,Low,93,16.629018,81.749911,0.9,0.8,0.6
WG-00954,Swapna,West Godavari,Poduru,Red Gram,11.82,66.2,Medium,82,16.57559,81.697035,0.84,0.81,0.49
WG-00955,Naresh,West Godavari,Tadepalligudem,Paddy,6.47,71.9,Medium,84,16.818578,81.589326,0.91,0.79,0.55
WG-00956,Bhavani,West Godavari,Tanuku,Maize,0.98,63.7,Medium,90,16.81202,81.670419,0.84,0.81,0.49
WG-00957,Srinivasa Rao,West Godavari,Undi,Red Gram,5.33,61.0,Medium,84,16.633074,81.452159,0.85,0.81,0.56
WG-00958,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,4.09,88.9,Low,95,16.610316,81.641987,0.92,0.85,0.67
WG-00959,Venkata Ramana,West Godavari,Ganapavaram,Paddy,8.69,74.8,Medium,94,16.65701,81.459902,0.91,0.79,0.51
WG-00960,Sailaja,West Godavari,Kalla,Paddy,2.83,65.0,Medium,81,16.502376,81.396401,0.88,0.77,0.5
WG-00961,Srinivasa Rao,West Godavari,Achanta,Paddy,4.59,68.8,Medium,90,16.633512,81.778428,0.76,0.74,0.58
WG-00962,Lakshmi Devi,West Godavari,Akiveedu,Paddy,11.07,71.7,Medium,84,16.909216,81.552959,0.87,0.76,0.58
WG-00963,Venkata Ramana,West Godavari,Attili,Paddy,9.93,69.2,Medium,89,16.689735,81.634285,0.88,0.79,0.6
WG-00964,Sailaja,West Godavari,Bhimavaram,Maize,9.3,82.4,Low,89,16.393808,81.445654,0.85,0.79,0.56
WG-00965,Ramesh Babu,West Godavari,Elamanchili,Paddy,10.43,81.0,Low,95,16.359141,81.576125,0.84,0.78,0.61
WG-00966,Padma Priya,West Godavari,Iragavaram,Paddy,3.8,73.7,Medium,88,16.713553,81.669773,0.79,0.74,0.6
WG-00967,Kiran Kumar,West Godavari,Mogalthur,Paddy,10.21,70.5,Medium,87,16.445452,81.617252,0.77,0.68,0.58
WG-00968,Anitha,West Godavari,Narasapuram,Paddy,9.9,69.4,Medium,89,16.34883,81.620627,0.9,0.8,0.57
WG-00969,Satyanarayana,West Godavari,Palacoderu,Maize,3.55,80.8,Low,91,16.630168,81.558855,0.92,0.85,0.57
WG-00970,Rajeshwari,West Godavari,Palacole,Chilli,9.55,58.1,High,87,16.497107,81.67032,0.78,0.68,0.55
WG-00971,Mohan Rao,West Godavari,Pentapadu,Cotton,4.13,64.1,Medium,83,16.798407,81.452285,0.83,0.73,0.54
WG-00972,Divya,West Godavari,Penugonda,Paddy,8.68,84.4,Low,95,16.627947,81.776118,0.9,0.82,0.56
WG-00973,Prasad,West Godavari,Penumantra,Paddy,11.2,66.9,Medium,84,16.681474,81.739519,0.78,0.72,0.56
WG-00974,Swapna,West Godavari,Poduru,Paddy,4.78,68.0,Medium,89,16.583404,81.782922,0.74,0.64,0.56
WG-00975,Naresh,West Godavari,Tadepalligudem,Paddy,7.6,72.2,Medium,84,16.968845,81.494,0.83,0.78,0.58
WG-00976,Bhavani,West Godavari,Tanuku,Paddy,8.98,77.3,Low,85,16.795083,81.671616,0.88,0.78,0.58
WG-00977,Srinivasa Rao,West Godavari,Undi,Paddy,11.2,66.1,Medium,84,16.588961,81.433246,0.74,0.67,0.55
WG-00978,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,11.6,69.9,Medium,86,16.516951,81.596491,0.78,0.71,0.6
WG-00979,Venkata Ramana,West Godavari,Ganapavaram,Paddy,5.05,86.8,Low,95,16.695753,81.53648,0.92,0.83,0.67
WG-00980,Sailaja,West Godavari,Kalla,Paddy,11.68,76.8,Low,87,16.416088,81.388998,0.84,0.8,0.54
WG-00981,Srinivasa Rao,West Godavari,Achanta,Paddy,5.19,65.5,Medium,90,16.547709,81.782921,0.84,0.8,0.49
WG-00982,Lakshmi Devi,West Godavari,Akiveedu,Paddy,5.36,72.6,Medium,85,16.496568,81.825493,0.77,0.66,0.62
WG-00983,Venkata Ramana,West Godavari,Attili,Paddy,9.15,72.5,Medium,93,16.671464,81.598022,0.91,0.85,0.6
WG-00984,Sailaja,West Godavari,Bhimavaram,Paddy,4.78,77.0,Low,93,16.477464,81.537963,0.91,0.85,0.56
WG-00985,Ramesh Babu,West Godavari,Elamanchili,Paddy,3.64,86.8,Low,90,16.522922,81.780409,0.92,0.85,0.58
WG-00986,Padma Priya,West Godavari,Iragavaram,Chilli,2.72,70.9,Medium,85,16.642232,81.686701,0.76,0.71,0.57
WG-00987,Kiran Kumar,West Godavari,Mogalthur,Paddy,10.69,75.2,Low,89,16.41044,81.646065,0.92,0.85,0.57
WG-00988,Anitha,West Godavari,Narasapuram,Paddy,2.79,71.3,Medium,92,16.364588,81.705873,0.84,0.81,0.54
WG-00989,Satyanarayana,West Godavari,Palacoderu,Cotton,8.79,67.2,Medium,87,16.512094,81.585101,0.89,0.81,0.52
WG-00990,Rajeshwari,West Godavari,Palacole,Paddy,4.77,78.0,Low,91,16.566499,81.735748,0.85,0.78,0.57
WG-00991,Mohan Rao,West Godavari,Pentapadu,Paddy,9.21,87.8,Low,93,16.752909,81.573001,0.88,0.83,0.61
WG-00992,Divya,West Godavari,Penugonda,Paddy,6.44,67.9,Medium,90,16.649715,81.815333,0.77,0.72,0.53
WG-00993,Prasad,West Godavari,Penumantra,Chilli,0.83,58.0,High,88,16.683469,81.644381,0.8,0.7,0.54
WG-00994,Swapna,West Godavari,Poduru,Paddy,2.49,88.5,Low,97,16.554103,81.714106,0.87,0.78,0.56
WG-00995,Naresh,West Godavari,Tadepalligudem,Red Gram,3.58,68.5,Medium,92,16.829435,81.481769,0.87,0.82,0.57
WG-00996,Bhavani,West Godavari,Tanuku,Paddy,8.6,67.9,Medium,89,16.768679,81.599786,0.89,0.79,0.52
WG-00997,Srinivasa Rao,West Godavari,Undi,Chilli,8.75,79.4,Low,92,16.601178,81.464556,0.82,0.73,0.56
WG-00998,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,10.75,72.7,Medium,91,16.583934,81.666398,0.78,0.72,0.59
WG-00999,Venkata Ramana,West Godavari,Ganapavaram,Paddy,4.4,72.6,Medium,90,16.653905,81.565386,0.78,0.67,0.59
WG-01000,Sailaja,West Godavari,Kalla,Cotton,8.24,58.7,High,86,16.484259,81.405297,0.72,0.6,0.56
WG-01001,Srinivasa Rao,West Godavari,Achanta,Cotton,8.32,71.0,Medium,90,16.548427,81.840902,0.8,0.72,0.56
WG-01002,Lakshmi Devi,West Godavari,Akiveedu,Cotton,5.82,60.2,Medium,86,16.64257,81.51969,0.71,0.61,0.48
WG-01003,Venkata Ramana,West Godavari,Attili,Paddy,6.09,72.0,Medium,84,16.628732,81.613309,0.88,0.85,0.52
WG-01004,Sailaja,West Godavari,Bhimavaram,Paddy,9.95,79.9,Low,92,16.559955,81.556841,0.82,0.72,0.58
WG-01005,Ramesh Babu,West Godavari,Elamanchili,Red Gram,5.17,79.5,Low,92,16.554899,81.522114,0.91,0.84,0.61
WG-01006,Padma Priya,West Godavari,Iragavaram,Chilli,10.88,78.0,Low,89,16.649126,81.721408,0.92,0.8,0.54
WG-01007,Kiran Kumar,West Godavari,Mogalthur,Paddy,11.78,70.8,Medium,88,16.343818,81.568144,0.86,0.76,0.58
WG-01008,Anitha,West Godavari,Narasapuram,Paddy,10.89,82.0,Low,92,16.416379,81.634962,0.83,0.81,0.56
WG-01009,Satyanarayana,West Godavari,Palacoderu,Cotton,9.75,67.3,Medium,90,16.555474,81.615725,0.81,0.77,0.48
WG-01010,Rajeshwari,West Godavari,Palacole,Paddy,9.29,74.8,Medium,90,16.486081,81.734793,0.89,0.81,0.62
WG-01011,Mohan Rao,West Godavari,Pentapadu,Paddy,8.64,66.3,Medium,89,16.72195,81.474997,0.77,0.75,0.48
WG-01012,Divya,West Godavari,Penugonda,Cotton,6.02,75.9,Low,87,16.649392,81.757497,0.9,0.79,0.54
WG-01013,Prasad,West Godavari,Penumantra,Paddy,8.23,76.1,Low,85,16.610722,81.767887,0.82,0.78,0.56
WG-01014,Swapna,West Godavari,Poduru,Paddy,6.62,84.6,Low,90,16.601618,81.689729,0.92,0.83,0.66
WG-01015,Naresh,West Godavari,Tadepalligudem,Cotton,2.48,66.5,Medium,89,16.817392,81.521246,0.85,0.79,0.56
WG-01016,Bhavani,West Godavari,Tanuku,Cotton,1.35,68.3,Medium,83,16.709754,81.6611,0.81,0.69,0.54
WG-01017,Srinivasa Rao,West Godavari,Undi,Red Gram,8.95,64.8,Medium,89,16.587053,81.536487,0.87,0.76,0.51
WG-01018,Lakshmi Devi,West Godavari,Veeravasaram,Red Gram,2.33,76.8,Low,87,16.608611,81.587294,0.79,0.68,0.58
WG-01019,Venkata Ramana,West Godavari,Ganapavaram,Chilli,2.26,71.6,Medium,84,16.716679,81.53041,0.85,0.76,0.58
WG-01020,Sailaja,West Godavari,Kalla,Maize,6.74,60.0,Medium,87,16.411838,81.434082,0.76,0.65,0.47
WG-01021,Srinivasa Rao,West Godavari,Achanta,Paddy,10.61,74.4,Medium,86,16.594046,81.840688,0.87,0.83,0.58
WG-01022,Lakshmi Devi,West Godavari,Akiveedu,Cotton,5.02,55.8,High,86,16.780839,81.536858,0.83,0.72,0.55
WG-01023,Venkata Ramana,West Godavari,Attili,Paddy,10.82,75.3,Low,93,16.721383,81.572706,0.92,0.81,0.54
WG-01024,Sailaja,West Godavari,Bhimavaram,Cotton,4.3,72.6,Medium,92,16.411467,81.558622,0.86,0.81,0.51
WG-01025,Ramesh Babu,West Godavari,Elamanchili,Paddy,3.27,70.3,Medium,88,16.344818,81.627096,0.84,0.77,0.58
WG-01026,Padma Priya,West Godavari,Iragavaram,Paddy,1.42,76.6,Low,87,16.711584,81.641636,0.84,0.75,0.63
WG-01027,Kiran Kumar,West Godavari,Mogalthur,Paddy,2.56,82.1,Low,87,16.445199,81.537723,0.88,0.85,0.57
WG-01028,Anitha,West Godavari,Narasapuram,Paddy,6.49,84.4,Low,92,16.349234,81.68201,0.92,0.83,0.66
WG-01029,Satyanarayana,West Godavari,Palacoderu,Red Gram,7.28,61.4,Medium,87,16.525621,81.556937,0.83,0.72,0.57
WG-01030,Rajeshwari,West Godavari,Palacole,Chilli,3.99,73.1,Medium,88,16.564625,81.662488,0.92,0.82,0.57
WG-01031,Mohan Rao,West Godavari,Pentapadu,Paddy,8.98,77.5,Low,86,16.738791,81.538396,0.86,0.75,0.55
WG-01032,Divya,West Godavari,Penugonda,Paddy,5.08,88.6,Low,89,16.66919,81.81884,0.9,0.8,0.63
WG-01033,Prasad,West Godavari,Penumantra,Chilli,1.34,67.2,Medium,84,16.622542,81.641155,0.79,0.72,0.57
WG-01034,Swapna,West Godavari,Poduru,Cotton,3.12,78.0,Low,89,16.529876,81.711135,0.92,0.82,0.63
WG-01035,Naresh,West Godavari,Tadepalligudem,Cotton,5.44,63.6,Medium,86,16.896453,81.564423,0.77,0.68,0.55
WG-01036,Bhavani,West Godavari,Tanuku,Cotton,1.8,61.7,Medium,86,16.785933,81.705679,0.83,0.77,0.52
WG-01037,Srinivasa Rao,West Godavari,Undi,Paddy,5.78,70.5,Medium,83,16.593807,81.526864,0.83,0.73,0.57
WG-01038,Lakshmi Devi,West Godavari,Veeravasaram,Paddy,6.32,65.7,Medium,89,16.45752,81.589501,0.88,0.85,0.55
WG-01039,Venkata Ramana,West Godavari,Ganapavaram,Cotton,2.8,68.9,Medium,91,16.699983,81.475205,0.75,0.66,0.6
WG-01040,Sailaja,West Godavari,Kalla,Paddy,9.48,71.6,Medium,84,16.569429,81.44865,0.85,0.79,0.51
WG-01041,Srinivasa Rao,West Godavari,Achanta,Paddy,5.39,71.1,Medium,92,16.544668,81.84226,0.83,0.79,0.52
WG-01042,Lakshmi Devi,West Godavari,Akiveedu,Paddy,6.38,85.2,Low,97,16.669566,81.580271,0.92,0.85,0.56
WG-01043,Venkata Ramana,West Godavari,Attili,Paddy,1.23,84.1,Low,92,16.719628,81.612557,0.92,0.83,0.64
WG-01044,Sailaja,West Godavari,Bhimavaram,Maize,11.04,76.5,Low,92,16.451146,81.434296,0.8,0.69,0.61
WG-01045,Ramesh Babu,West Godavari,Elamanchili,Paddy,2.83,77.6,Low,95,16.446494,81.684565,0.85,0.76,0.59
WG-01046,Padma Priya,West Godavari,Iragavaram,Chilli,3.33,70.5,Medium,87,16.678258,81.701275,0.75,0.7,0.51
WG-01047,Kiran Kumar,West Godavari,Mogalthur,Chilli,8.52,62.8,Medium,83,16.414238,81.52056,0.84,0.79,0.52
WG-01048,Anitha,West Godavari,Narasapuram,Paddy,6.02,72.3,Medium,89,16.475262,81.712284,0.86,0.79,0.51
WG-01049,Satyanarayana,West Godavari,Palacoderu,Paddy,10.63,87.7,Low,94,16.52028,81.54391,0.86,0.8,0.63
